Должность,Компания,Доход,Адрес,Ссылка 
['Инженер по БДД', 'ООО ИК "Сибинтек"', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73398532?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начальник ремонтно-технической службы', 'ООО А-Гласс', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73360041?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по развитию отношений с корпоративными клиентами', 'Альфа-Банк', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73295665?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Плавильщик-заливщик', 'ООО Агротехмаш', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72424769?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер продаж B2B', 'ООО ВЕГА-Рязань', 'до 180 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73350526?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Автослесарь по грузовым автомобилям', 'ООО ОЕМ АВТО', 'от 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73096480?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сотрудник отдела охраны', 'Следственный изолятор', '30 000 – 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73244768?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сервис-инженер', 'ООО ГенСтройИндустрия', '75 000 – 75 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72080112?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начальник участка', 'ООО Стальстройтехнологии', 'от 113 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73346512?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер проектов', 'ООО КРОНА', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73401488?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '28 000 – 32 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/66949290?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начальник участка / прораб (наружные сети)', 'ООО Кера Групп', '110 000 – 150 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72083476?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Педагог дополнительного образования (математика)', 'Школа скорочтения и развития интеллекта IQ007 (ИП Вьюшкова Мария Евгеньевна)', '30 000 – 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70163565?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сметчик-строитель', 'ООО Северная Компания', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69652093?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель-экспедитор', 'ООО Регион Авто', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72343321?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Автомеханик по ремонту грузовых автомобилей и спецтехники', 'Группа Компаний Автоимпорт', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72818881?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Токарь-универсал', 'Центр СодБи', '115 000 – 123 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73392242?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Стропальщик', 'МКУ Техобеспечение', 'от 23 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69486266?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер по контрольно-измерительным приборам и автоматике (КИПиА)', 'АО НефтеТрансСервис', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73373997?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Ведущий специалист по охране труда (пос.Волово', 'ООО ФРЕШФУДСИСТЕМ', '40 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72134218?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бармен', 'Гостиничный комплекс Старый Город', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73307231?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Администратор интернет-проекта (финтех)', 'ООО ЧЕМПИОН', '55 000 – 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73013856?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Руководитель проекта по подбору персонала (г.Владимир)', 'Abi', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73146748?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по холодильному оборудованию', 'Лина', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72747459?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Слесарь по ремонту оборудования', 'ООО Русский Хлеб', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72799074?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '32 500 – 38 500 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67842745?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный бухгалтер', 'ООО Химтрейд', '80 000 – 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72516722?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электрик-диагност', 'ООО ТТМ Центр', '50 000 – 100 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73149442?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор саll-центра', 'Яндекс', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73151888?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Торговый представитель', 'Фотостудия сюжетная линия', 'от 55 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72308939?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Диспетчер', 'МКУ ЕДДС Рязанского района', '20 000 – 20 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73090116?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор котельной', 'АО Рязанский приборный завод', 'до 21 800 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70814588?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Машинист бульдозера', 'АО ЕВРОЦЕМЕНТ груп', 'до 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73384053?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кадастровый инженер', 'КА СВР', '40 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73256755?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Повар холодного цеха', 'WinWin consult', '30 000 – 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67097485?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор ПК', 'ООО РЗН ФУД', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73129238?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Су-шеф', 'WinWin consult', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/67097695?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Администратор магазина (Рязань', 'Пятёрочка. Магазины', '33 000 – 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73097833?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор товарный', 'АО Рязанская нефтеперерабатывающая компания', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/71862660?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-невролог', 'ГБУ РО Городская детская поликлиника №6', 'от 25 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73373294?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сотрудник службы безопасности ПФРСИ', 'ФКУ ИК-5 УФСИН России по Тульской области', '25 000 – 30 000 руб.', 'Новомосковск (Тульская область)', 'https://ryazan.hh.ru/vacancy/71761955?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Дизайнер интерьера штор', 'JCat.ru', '25 555 – 33 333 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73240895?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер-электроник', 'ООО Научно-производственное объединение ЗЭРС', 'до 78 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72389036?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Консультант по продажам', 'PRO недвижимость (ИП Костин Андрей Александрович)', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69590958?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Администратор в дилерский центр KIA', 'Группа Компаний Автоимпорт', 'до 32 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73122063?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Повар', 'Перекресток', '22 500 – 31 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/68352235?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Ведущий / старший бухгалтер', 'СберРешения', 'Не указана', 'Тула', 'https://ryazan.hh.ru/vacancy/69981452?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Курьер', 'ООО Квазар', 'от 85 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73161640?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сотрудник службы безопасности ПФРСИ', 'ФКУ ИК-5 УФСИН России по Тульской области', '25 000 – 30 000 руб.', 'Узловая', 'https://ryazan.hh.ru/vacancy/71761922?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Заведующий консультативно-диагностическим отделением', 'ГБУ РО Городская детская поликлиника №6', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73373496?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Монтажник РЭА', 'ООО НПК Радарсервис', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69215070?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-психиатр скорой медицинской помощи', 'ГБУЗ Владимирской области Медицинский информационно-аналитический центр', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67645587?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Испытатель деталей и приборов', 'АО Рязанский приборный завод', '30 000 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70798893?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Дворник', 'ООО РН-Маркетинг', 'от 23 500 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73222601?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Химик-технолог', 'ООО РУСВАТА', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73357827?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по 1С', 'ООО ППП ГидроСтанок', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73247054?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромеханик по лифтам', 'АО Рязанский приборный завод', '30 000 – 32 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70820503?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Разнорабочий', 'Группа Компаний Автоимпорт', 'до 25 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73199816?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Технолог швейного производства в отдел конструирования', 'МиМиМи', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72166192?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Администратор службы приема и размещения', 'ООО Фестиваль', '26 000 – 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73116540?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Контролер РЭАиП', 'ООО Александр', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73236329?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам оборудования', 'ООО ПРОЛИФТ-Р', 'до 100 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73236970?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-эндоскопист (Тюменская область', 'ГБУЗ ТО Областная больница №4 (г.Ишим)', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/55324910?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный менеджер по продажам', 'Банк Открытие', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73173161?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сортировщик', 'АО Окское', '34 400 – 50 500 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73059925?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сотрудник службы безопасности ПФРСИ', 'ФКУ ИК-5 УФСИН России по Тульской области', '25 000 – 30 000 руб.', 'Богородицк', 'https://ryazan.hh.ru/vacancy/71761978?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (ул.Карла Маркса д.2/7)', 'ДИКСИ. Магазины', '27 097 – 29 806 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73122921?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Преподаватель математики', 'MAXIMUM EDUCATION', '30 000 – 75 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72701223?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Слесарь-сборщик РЭА и приборов', 'ООО Александр', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73236374?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по лизингу', 'ООО Совкомбанк Лизинг', 'от 100 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73253388?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач общей практики ( Тульская область', 'ГУЗ ТО ТОМИАЦ', '40 000 – 65 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/55149201?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бригада монтажников каркасных домов', 'Наяда', '70 000 – 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73268773?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Комплектовщик', 'ООО КАРИ', '50 000 – 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73126586?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель курьер', 'Broniboy', '50 000 – 90 000 руб.', 'Екатеринбург', 'https://ryazan.hh.ru/vacancy/73187457?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер-монтажник', 'ПАО «МТС»', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73242313?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель-Курьер с личным автомобилем', 'Broniboy', '50 000 – 90 000 руб.', 'Воронеж', 'https://ryazan.hh.ru/vacancy/73187481?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Контролер ОТК (оптика)', 'ООО Александр', 'от 33 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73032119?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Монтажник РЭА и приборов', 'Световые Технологии', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73197604?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Маркетолог', 'ООО Северная Компания', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73016946?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Мастер-приемщик в мультисервис (Регион 62)', 'Группа Компаний Автоимпорт', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73123524?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '28 000 – 32 600 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71084194?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Администратор офиса', 'ООО Компания Ворота с кнопкой', '35 000 – 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72304249?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Администратор', 'Гитарная школа Максимум', 'от 21 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73035383?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам (Продавец недвижимости)', 'Центр жилищных решений', 'от 65 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72887751?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам дверей', 'Дверной вопрос', '50 000 – 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72819613?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бухгалтер по расчету заработной платы и кадровому делопроизводству', 'Группа компаний Базис', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72425015?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Разнорабочий', 'ООО Полюс', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73155810?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный бухгалтер сельскохозяйственного предприятия', 'ООО Неварь-Рязань', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72146245?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Технолог общественного питания', 'ООО Мультифора', '60 000 – 80 000 руб.', 'Москва', 'https://ryazan.hh.ru/vacancy/70737119?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель автомобиля', 'ФКЛПУ Б-2 УФСИН России по Рязанской области', '25 000 – 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72207098?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист ОТК', 'ООО ГК Демидов', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73063944?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Медицинская сестра участковая/Медицинский брат участковый (г. Новокузнецк', 'ГАУЗ Новокузнецкая Городская Клиническая Больница № 1 имени Г.П. Курбатова', 'от 25 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/50707194?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '32 500 – 38 500 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/68046314?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор-наладчик станков ЧПУ (Тамбовская область)', 'ООО МетеорСтафф', '110 000 – 132 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73391810?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-педиатр участковый', 'ГБУ РО Городская детская поликлиника №6', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73373482?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-консультант мобильных аксессуаров', 'ИП Шестаков Владимир Сергеевич', '30 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72751706?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Пекарь-специалист', 'Глобус', '36 096 – 44 000 руб.', 'Тула', 'https://ryazan.hh.ru/vacancy/71227013?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бухгалтер по расчету заработной платы', 'Help Me', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72829533?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Старший оператор зоны разогрева готовой продукции (г. Рязань', 'Самокат (ООО Умный ритейл)', 'от 57 471 руб.', 'Москва', 'https://ryazan.hh.ru/vacancy/73181771?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кладовщик', 'ООО СК-Родмэн', 'от 55 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73092378?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер-программист', 'ПАО завод Красное знамя', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73371140?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Токарь (Пермь)', 'ООО МетеорСтафф', '106 000 – 126 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73163387?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кладовщик', 'ООО ПРИОРИТЕТ', '40 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73082785?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Наладчик термопластавтоматов', 'ГК Фабрикант', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72428839?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Пекарь (Рязань', 'Пятёрочка. Магазины', '30 500 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71989253?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Технолог по раскрою на мебельное производство', 'ООО Гранд', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70726031?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-эндоскопист ГУЗ «БОГОРОДИЦКАЯ ЦРБ» (Богородицк', 'ГУЗ ТО ТОМИАЦ', '55 000 – 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/54432333?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Велокурьер в интернет магазин', 'HelpResource', '17 000 – 65 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72484471?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Торговый представитель', 'ООО Первый Мясокомбинат', '50 000 – 85 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73023025?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромонтер по ремонту и обслуживанию электрооборудования', 'ООО Запсибгазпром-Газификация', 'от 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73221980?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач общей практики («Ефремовская районная клиническая больница им. А.И. Козлова»', 'ГУЗ ТО ТОМИАЦ', 'до 65 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69969847?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
